sensitivity_biomarker;cohorts_max;trial_struc;sharing_type;cohort_random;n_int;setting;Avg_Pat;Avg_Cohorts;PTP;PTT1ER;FWER;Disj_Power
0.9;7;all_plac;concurrent;0.01;100;Setting13;393,16;3,67;;0,00;0,00;
0.65;3;stop_post_mono;cohort;0.01;100;Setting13;226,19;2,14;;0,00;0,00;
0.65;5;stop_post_back;concurrent;0.01;100;Setting6;327,48;3,03;;0,00;0,01;
0.9;5;no_plac;concurrent;0.01;100;Setting1;419,10;3,29;;0,02;0,07;
0.9;7;all_plac;concurrent;0.01;100;Setting2;397,63;3,73;;0,00;0,00;
0.65;3;stop_post_mono;cohort;0.01;100;Setting1;228,74;2,17;;0,00;0,00;
0.65;3;all_plac;cohort;0.01;100;Setting2;226,91;2,16;;0,00;0,00;
0.9;3;all_plac;cohort;0.01;100;Setting2;226,59;2,15;;0,00;0,00;
0.9;5;all_plac;concurrent;0.01;100;Setting6;352,38;3,08;;0,00;0,01;
0.9;7;stop_post_back;concurrent;0.01;100;Setting13;399,72;3,70;;0,00;0,02;
0.9;3;stop_post_mono;cohort;0.01;100;Setting13;227,05;2,16;;0,00;0,00;
0.65;7;all_plac;concurrent;0.01;100;Setting2;390,74;3,69;;0,00;0,00;
0.65;7;all_plac;concurrent;0.01;100;Setting1;390,54;3,68;;0,00;0,00;
0.65;3;stop_post_back;cohort;0.01;100;Setting2;226,38;2,15;;0,00;0,00;
0.65;7;stop_post_back;concurrent;0.01;100;Setting13;398,29;3,70;;0,00;0,01;
0.9;7;all_plac;concurrent;0.01;100;Setting1;395,06;3,67;;0,00;0,00;
0.9;3;stop_post_mono;cohort;0.01;100;Setting1;223,51;2,14;;0,00;0,00;
0.9;3;stop_post_back;cohort;0.01;100;Setting2;227,48;2,16;;0,00;0,00;
0.65;5;stop_post_mono;concurrent;0.01;100;Setting6;329,98;3,04;;0,00;0,01;
0.65;3;stop_post_mono;cohort;0.01;100;Setting2;226,25;2,15;;0,00;0,00;
0.65;3;no_plac;cohort;0.01;100;Setting13;272,64;2,27;;0,03;0,06;
0.9;3;stop_post_mono;cohort;0.01;100;Setting2;227,75;2,16;;0,00;0,00;
0.65;5;no_plac;concurrent;0.01;100;Setting6;385,05;3,19;;0,03;0,09;
0.65;7;no_plac;concurrent;0.01;100;Setting13;479,72;3,95;;0,03;0,11;
0.65;7;stop_post_back;concurrent;0.01;100;Setting2;398,22;3,70;;0,00;0,01;
0.9;7;stop_post_mono;concurrent;0.01;100;Setting2;407,85;3,74;;0,00;0,02;
0.9;5;stop_post_mono;concurrent;0.01;100;Setting6;361,65;3,13;;0,01;0,02;
0.65;7;stop_post_mono;concurrent;0.01;100;Setting13;403,25;3,72;;0,01;0,02;
0.65;7;stop_post_back;concurrent;0.01;100;Setting1;403,72;3,74;;0,01;0,02;
0.9;5;stop_post_back;concurrent;0.01;100;Setting6;361,53;3,14;;0,01;0,02;
0.65;3;all_plac;cohort;0.01;100;Setting6;232,96;2,17;;0,00;0,00;
0.9;7;stop_post_back;concurrent;0.01;100;Setting2;403,90;3,71;;0,00;0,01;
0.65;3;no_plac;cohort;0.01;100;Setting1;271,56;2,26;;0,03;0,06;
0.9;7;stop_post_mono;concurrent;0.01;100;Setting13;401,66;3,68;;0,01;0,02;
0.9;3;all_plac;cohort;0.01;100;Setting6;245,97;2,20;;0,00;0,01;
0.9;7;stop_post_back;concurrent;0.01;100;Setting1;407,36;3,71;;0,00;0,01;
0.65;3;no_plac;cohort;0.01;100;Setting2;268,96;2,25;;0,03;0,07;
0.9;7;stop_post_mono;concurrent;0.01;100;Setting1;409,56;3,71;;0,00;0,02;
0.9;3;no_plac;cohort;0.01;100;Setting13;290,42;2,29;;0,03;0,07;
0.65;7;stop_post_mono;concurrent;0.01;100;Setting2;397,40;3,67;;0,00;0,02;
0.65;7;stop_post_mono;concurrent;0.01;100;Setting1;399,48;3,68;;0,01;0,02;
0.65;7;all_plac;concurrent;0.01;100;Setting6;404,41;3,75;;0,00;0,01;
0.9;5;no_plac;concurrent;0.01;100;Setting6;403,29;3,28;;0,03;0,09;
0.65;3;stop_post_back;cohort;0.01;100;Setting6;234,09;2,18;;0,00;0,00;
0.65;7;no_plac;concurrent;0.01;100;Setting1;485,57;4,00;;0,03;0,10;
0.65;5;all_plac;cohort;0.01;100;Setting13;317,38;3,01;;0,00;0,00;
0.9;3;no_plac;cohort;0.01;100;Setting1;292,47;2,30;;0,03;0,06;
0.9;7;no_plac;concurrent;0.01;100;Setting13;509,22;4,11;;0,03;0,11;
0.9;5;all_plac;cohort;0.01;100;Setting13;311,06;2,96;;0,00;0,00;
0.9;7;no_plac;concurrent;0.01;100;Setting2;503,34;4,09;;0,03;0,11;
0.65;7;no_plac;concurrent;0.01;100;Setting2;483,15;3,98;;0,03;0,11;
0.9;5;all_plac;cohort;0.01;100;Setting2;313,80;2,99;;0,00;0,00;
0.9;3;no_plac;cohort;0.01;100;Setting2;286,97;2,27;;0,03;0,07;
0.65;5;all_plac;cohort;0.01;100;Setting2;311,90;2,96;;0,00;0,00;
0.65;3;stop_post_mono;cohort;0.01;100;Setting6;235,61;2,19;;0,00;0,00;
0.65;5;stop_post_back;cohort;0.01;100;Setting13;316,25;2,98;;0,00;0,01;
0.9;3;stop_post_back;cohort;0.01;100;Setting6;248,16;2,20;;0,00;0,01;
0.9;5;all_plac;cohort;0.01;100;Setting1;311,52;2,98;;0,00;0,00;
0.9;7;no_plac;concurrent;0.01;100;Setting1;530,85;4,17;;0,02;0,09;
0.9;7;all_plac;concurrent;0.01;100;Setting6;443,22;3,87;;0,01;0,02;
0.65;5;all_plac;cohort;0.01;100;Setting1;314,73;2,99;;0,00;0,00;
0.65;3;no_plac;cohort;0.01;100;Setting6;269,19;2,25;;0,03;0,06;
0.65;7;stop_post_back;concurrent;0.01;100;Setting6;412,85;3,76;;0,01;0,02;
0.9;5;stop_post_back;cohort;0.01;100;Setting13;316,56;2,98;;0,00;0,01;
0.65;7;no_plac;concurrent;0.01;100;Setting6;489,37;4,02;;0,03;0,11;
0.9;3;stop_post_mono;cohort;0.01;100;Setting6;248,17;2,20;;0,01;0,01;
0.65;7;stop_post_mono;concurrent;0.01;100;Setting6;412,30;3,74;;0,01;0,03;
0.65;5;stop_post_back;cohort;0.01;100;Setting2;317,20;2,99;;0,00;0,01;
0.65;3;all_plac;all;0.02;100;Setting13;285,96;2,71;;0,00;0,00;
0.65;5;stop_post_back;cohort;0.01;100;Setting1;319,08;3,01;;0,00;0,01;
0.65;5;stop_post_mono;cohort;0.01;100;Setting13;317,01;2,98;;0,00;0,01;
0.9;5;stop_post_back;cohort;0.01;100;Setting2;316,51;2,98;;0,00;0,01;
0.9;5;stop_post_mono;cohort;0.01;100;Setting13;316,67;2,98;;0,00;0,01;
0.9;7;stop_post_mono;concurrent;0.01;100;Setting6;451,36;3,89;;0,01;0,04;
0.9;3;all_plac;all;0.02;100;Setting13;289,30;2,71;;0,00;0,00;
0.9;3;no_plac;cohort;0.01;100;Setting6;288,67;2,29;;0,04;0,08;
0.9;5;stop_post_back;cohort;0.01;100;Setting1;318,29;3,01;;0,00;0,01;
0.9;7;stop_post_back;concurrent;0.01;100;Setting6;449,40;3,87;;0,01;0,04;
0.65;3;all_plac;all;0.02;100;Setting1;286,64;2,71;;0,00;0,00;
0.65;3;stop_post_back;all;0.02;100;Setting13;286,60;2,71;;0,00;0,00;
0.9;5;stop_post_mono;cohort;0.01;100;Setting2;320,97;3,01;;0,00;0,01;
0.9;3;all_plac;all;0.02;100;Setting1;287,34;2,71;;0,00;0,00;
0.9;7;no_plac;concurrent;0.01;100;Setting6;503,58;4,09;;0,03;0,11;
0.65;5;stop_post_mono;cohort;0.01;100;Setting2;315,39;2,97;;0,00;0,01;
0.65;3;stop_post_mono;all;0.02;100;Setting13;286,09;2,71;;0,00;0,00;
0.9;3;stop_post_back;all;0.02;100;Setting13;290,44;2,71;;0,00;0,00;
0.65;3;all_plac;all;0.02;100;Setting2;286,33;2,71;;0,00;0,00;
0.65;5;stop_post_mono;cohort;0.01;100;Setting1;316,62;2,98;;0,00;0,01;
0.9;3;all_plac;all;0.02;100;Setting2;287,87;2,72;;0,00;0,00;
0.9;5;stop_post_mono;cohort;0.01;100;Setting1;315,83;2,98;;0,00;0,01;
0.9;3;stop_post_back;all;0.02;100;Setting1;289,09;2,71;;0,00;0,00;
0.65;3;stop_post_back;all;0.02;100;Setting1;286,57;2,71;;0,00;0,00;
0.9;3;stop_post_mono;all;0.02;100;Setting13;291,19;2,72;;0,00;0,00;
0.65;5;no_plac;cohort;0.01;100;Setting13;386,32;3,22;;0,03;0,09;
0.65;5;all_plac;cohort;0.01;100;Setting6;325,57;3,04;;0,00;0,01;
0.65;3;no_plac;all;0.02;100;Setting13;335,12;2,76;;0,03;0,09;
0.65;3;stop_post_back;all;0.02;100;Setting2;286,37;2,71;;0,00;0,00;
0.65;3;stop_post_mono;all;0.02;100;Setting1;286,99;2,71;;0,00;0,00;
0.65;5;no_plac;cohort;0.01;100;Setting2;382,03;3,19;;0,03;0,09;
0.9;3;stop_post_back;all;0.02;100;Setting2;287,65;2,71;;0,00;0,00;
0.65;5;stop_post_back;cohort;0.01;100;Setting6;327,56;3,03;;0,00;0,01;
0.65;3;stop_post_mono;all;0.02;100;Setting2;285,75;2,70;;0,00;0,00;
0.9;3;no_plac;all;0.02;100;Setting13;349,08;2,77;;0,03;0,08;
0.9;5;no_plac;cohort;0.01;100;Setting2;413,13;3,28;;0,03;0,11;
0.9;3;no_plac;all;0.02;100;Setting1;349,24;2,77;;0,02;0,06;
0.9;5;all_plac;cohort;0.01;100;Setting6;343,91;3,08;;0,00;0,01;
0.9;3;stop_post_mono;all;0.02;100;Setting2;288,29;2,71;;0,00;0,00;
0.9;7;all_plac;cohort;0.01;100;Setting13;383,97;3,66;;0,00;0,01;
0.65;7;all_plac;cohort;0.01;100;Setting13;386,47;3,67;;0,00;0,00;
0.9;5;no_plac;cohort;0.01;100;Setting1;412,88;3,27;;0,03;0,09;
0.65;3;no_plac;all;0.02;100;Setting1;336,54;2,77;;0,03;0,09;
0.65;5;no_plac;cohort;0.01;100;Setting1;390,23;3,24;;0,03;0,09;
0.65;3;no_plac;all;0.02;100;Setting2;334,21;2,76;;0,03;0,09;
0.9;3;stop_post_mono;all;0.02;100;Setting1;288,33;2,70;;0,00;0,00;
0.65;7;all_plac;cohort;0.01;100;Setting2;387,61;3,67;;0,00;0,00;
0.65;7;stop_post_back;cohort;0.01;100;Setting13;391,36;3,67;;0,00;0,01;
0.9;5;no_plac;cohort;0.01;100;Setting13;417,44;3,31;;0,03;0,09;
0.9;3;all_plac;all;0.02;100;Setting6;313,15;2,74;;0,01;0,01;
0.9;7;all_plac;cohort;0.01;100;Setting1;385,34;3,68;;0,00;0,00;
0.9;3;no_plac;all;0.02;100;Setting2;339,50;2,77;;0,03;0,08;
0.65;3;all_plac;all;0.02;100;Setting6;292,88;2,73;;0,00;0,00;
0.9;7;all_plac;cohort;0.01;100;Setting2;388,84;3,70;;0,00;0,00;
0.9;5;stop_post_back;cohort;0.01;100;Setting6;348,35;3,07;;0,01;0,02;
0.65;5;stop_post_mono;cohort;0.01;100;Setting6;328,04;3,02;;0,01;0,02;
0.65;7;all_plac;cohort;0.01;100;Setting1;391,13;3,71;;0,00;0,00;
0.9;7;stop_post_back;cohort;0.01;100;Setting13;397,81;3,72;;0,00;0,01;
0.65;7;stop_post_mono;cohort;0.01;100;Setting13;394,63;3,68;;0,01;0,02;
0.65;5;all_plac;all;0.02;100;Setting13;465,88;4,37;;0,00;0,00;
0.65;7;stop_post_back;cohort;0.01;100;Setting1;395,31;3,70;;0,00;0,01;
0.9;5;all_plac;all;0.02;100;Setting13;465,59;4,33;;0,00;0,01;
0.9;5;stop_post_mono;cohort;0.01;100;Setting6;352,18;3,09;;0,01;0,03;
0.65;5;all_plac;all;0.02;100;Setting2;459,31;4,33;;0,00;0,00;
0.65;3;no_plac;all;0.02;100;Setting6;334,03;2,75;;0,03;0,09;
0.65;5;no_plac;cohort;0.01;100;Setting6;381,41;3,20;;0,03;0,09;
0.9;5;all_plac;all;0.02;100;Setting1;465,42;4,35;;0,00;0,00;
0.65;5;all_plac;all;0.02;100;Setting1;464,38;4,37;;0,00;0,00;
0.65;7;stop_post_mono;cohort;0.01;100;Setting1;391,59;3,64;;0,00;0,02;
0.65;3;stop_post_back;all;0.02;100;Setting6;292,83;2,73;;0,00;0,01;
0.65;5;stop_post_back;all;0.02;100;Setting13;467,67;4,38;;0,00;0,01;
0.65;3;stop_post_mono;all;0.02;100;Setting6;291,89;2,72;;0,00;0,00;
0.9;7;stop_post_back;cohort;0.01;100;Setting1;386,63;3,63;;0,00;0,01;
0.9;7;stop_post_mono;cohort;0.01;100;Setting13;403,04;3,74;;0,01;0,02;
0.9;5;all_plac;all;0.02;100;Setting2;464,09;4,37;;0,00;0,00;
0.65;7;stop_post_back;cohort;0.01;100;Setting2;390,05;3,65;;0,00;0,01;
0.9;3;stop_post_back;all;0.02;100;Setting6;316,24;2,75;;0,01;0,01;
0.9;7;stop_post_mono;cohort;0.01;100;Setting1;393,09;3,66;;0,01;0,02;
0.9;7;stop_post_back;cohort;0.01;100;Setting2;395,15;3,70;;0,00;0,02;
0.65;7;no_plac;cohort;0.01;100;Setting13;481,80;4,03;;0,03;0,11;
0.9;3;stop_post_mono;all;0.02;100;Setting6;312,87;2,73;;0,01;0,02;
0.9;5;stop_post_back;all;0.02;100;Setting13;471,28;4,35;;0,00;0,01;
0.65;5;stop_post_mono;all;0.02;100;Setting2;464,23;4,35;;0,00;0,01;
0.65;7;all_plac;cohort;0.01;100;Setting6;400,99;3,73;;0,00;0,01;
0.9;5;no_plac;cohort;0.01;100;Setting6;416,63;3,31;;0,03;0,11;
0.9;3;no_plac;all;0.02;100;Setting6;340,77;2,78;;0,03;0,08;
0.65;5;stop_post_mono;all;0.02;100;Setting13;466,64;4,35;;0,00;0,01;
0.65;5;no_plac;all;0.02;100;Setting13;551,82;4,46;;0,03;0,13;
0.65;5;stop_post_back;all;0.02;100;Setting2;463,86;4,35;;0,00;0,01;
0.65;5;stop_post_back;all;0.02;100;Setting1;465,22;4,37;;0,00;0,01;
0.65;7;stop_post_mono;cohort;0.01;100;Setting2;398,74;3,71;;0,01;0,02;
0.65;5;no_plac;all;0.02;100;Setting2;545,21;4,44;;0,03;0,12;
0.65;3;stop_post_back;dynamic;0.02;100;Setting13;286,44;2,71;;0,00;0,00;
0.9;5;stop_post_back;all;0.02;100;Setting2;467,11;4,36;;0,00;0,01;
0.65;5;no_plac;all;0.02;100;Setting1;547,50;4,45;;0,03;0,12;
0.9;5;stop_post_back;all;0.02;100;Setting1;468,35;4,35;;0,00;0,01;
0.9;7;stop_post_mono;cohort;0.01;100;Setting2;403,35;3,73;;0,01;0,02;
0.9;5;stop_post_mono;all;0.02;100;Setting13;470,11;4,34;;0,00;0,01;
0.65;3;all_plac;dynamic;0.02;100;Setting13;286,48;2,72;;0,00;0,00;
0.9;3;all_plac;dynamic;0.02;100;Setting13;287,66;2,72;;0,00;0,00;
0.9;5;stop_post_mono;all;0.02;100;Setting2;468,89;4,38;;0,00;0,01;
0.9;7;all_plac;cohort;0.01;100;Setting6;429,19;3,84;;0,00;0,02;
0.9;5;no_plac;all;0.02;100;Setting13;566,78;4,49;;0,03;0,14;
0.65;3;all_plac;dynamic;0.02;100;Setting1;286,58;2,72;;0,00;0,00;
0.65;5;stop_post_mono;all;0.02;100;Setting1;466,92;4,37;;0,00;0,01;
0.9;5;no_plac;all;0.02;100;Setting2;550,96;4,46;;0,03;0,12;
0.9;3;stop_post_back;dynamic;0.02;100;Setting2;289,19;2,72;;0,00;0,00;
0.65;7;no_plac;cohort;0.01;100;Setting2;476,06;3,98;;0,03;0,10;
0.9;5;stop_post_mono;all;0.02;100;Setting1;469,40;4,35;;0,00;0,01;
0.9;5;no_plac;all;0.02;100;Setting1;563,75;4,45;;0,02;0,09;
0.65;7;stop_post_back;cohort;0.01;100;Setting6;401,86;3,68;;0,01;0,02;
0.65;5;all_plac;all;0.02;100;Setting6;470,84;4,36;;0,00;0,01;
0.9;3;all_plac;dynamic;0.02;100;Setting1;285,62;2,70;;0,00;0,00;
0.65;3;all_plac;dynamic;0.02;100;Setting2;285,58;2,71;;0,00;0,00;
0.65;3;stop_post_mono;dynamic;0.02;100;Setting13;287,26;2,72;;0,00;0,00;
0.65;3;stop_post_back;dynamic;0.02;100;Setting2;285,61;2,71;;0,00;0,00;
0.9;3;all_plac;dynamic;0.02;100;Setting2;287,81;2,72;;0,00;0,00;
0.9;3;stop_post_back;dynamic;0.02;100;Setting13;288,06;2,72;;0,00;0,00;
0.65;7;all_plac;all;0.02;100;Setting13;642,13;5,98;;0,00;0,01;
0.9;3;stop_post_mono;dynamic;0.02;100;Setting13;288,69;2,72;;0,00;0,00;
0.9;5;all_plac;all;0.02;100;Setting6;509,40;4,42;;0,01;0,02;
0.65;3;stop_post_back;dynamic;0.02;100;Setting1;287,21;2,72;;0,00;0,00;
0.9;7;no_plac;cohort;0.01;100;Setting13;530,60;4,22;;0,03;0,12;
0.9;3;stop_post_back;dynamic;0.02;100;Setting1;286,55;2,70;;0,00;0,00;
0.65;3;stop_post_mono;dynamic;0.02;100;Setting1;288,18;2,72;;0,00;0,00;
0.65;3;no_plac;dynamic;0.02;100;Setting13;334,83;2,77;;0,03;0,09;
0.65;3;stop_post_mono;dynamic;0.02;100;Setting2;286,15;2,71;;0,00;0,00;
0.65;7;no_plac;cohort;0.01;100;Setting1;490,82;4,06;;0,03;0,11;
0.65;7;all_plac;all;0.02;100;Setting2;639,06;5,99;;0,00;0,00;
0.9;3;no_plac;dynamic;0.02;100;Setting13;346,53;2,77;;0,02;0,07;
0.65;7;stop_post_mono;cohort;0.01;100;Setting6;412,61;3,76;;0,01;0,03;
0.65;5;stop_post_back;all;0.02;100;Setting6;476,12;4,38;;0,00;0,01;
0.9;3;stop_post_mono;dynamic;0.02;100;Setting1;286,17;2,70;;0,00;0,00;
0.9;3;stop_post_mono;dynamic;0.02;100;Setting2;287,92;2,71;;0,00;0,00;
0.9;7;stop_post_back;cohort;0.01;100;Setting6;439,94;3,84;;0,01;0,04;
0.65;3;no_plac;dynamic;0.02;100;Setting1;335,48;2,77;;0,03;0,08;
0.9;3;no_plac;dynamic;0.02;100;Setting2;338,07;2,77;;0,03;0,07;
0.65;3;no_plac;dynamic;0.02;100;Setting2;332,19;2,74;;0,03;0,08;
0.65;5;stop_post_mono;all;0.02;100;Setting6;478,97;4,40;;0,00;0,01;
0.9;7;no_plac;cohort;0.01;100;Setting2;520,05;4,14;;0,03;0,13;
0.9;3;no_plac;dynamic;0.02;100;Setting1;348,13;2,77;;0,02;0,05;
0.9;7;all_plac;all;0.02;100;Setting13;653,72;6,02;;0,00;0,01;
0.9;5;stop_post_back;all;0.02;100;Setting6;512,51;4,44;;0,01;0,03;
0.65;5;no_plac;all;0.02;100;Setting6;545,32;4,43;;0,03;0,12;
0.9;7;no_plac;cohort;0.01;100;Setting1;528,11;4,17;;0,03;0,11;
0.65;7;all_plac;all;0.02;100;Setting1;636,51;5,96;;0,00;0,01;
0.9;7;stop_post_mono;cohort;0.01;100;Setting6;439,94;3,83;;0,01;0,05;
0.9;5;no_plac;all;0.02;100;Setting6;554,12;4,49;;0,03;0,12;
0.65;7;no_plac;all;0.02;100;Setting13;766,32;6,11;;0,04;0,19;
0.65;3;all_plac;dynamic;0.02;100;Setting6;292,73;2,73;;0,00;0,01;
0.9;7;all_plac;all;0.02;100;Setting2;636,04;5,95;;0,00;0,00;
0.65;7;no_plac;cohort;0.01;100;Setting6;479,03;4,01;;0,03;0,11;
0.9;7;all_plac;all;0.02;100;Setting1;641,75;5,97;;0,00;0,00;
0.65;5;all_plac;dynamic;0.02;100;Setting13;462,09;4,36;;0,00;0,00;
0.9;5;stop_post_mono;all;0.02;100;Setting6;507,93;4,40;;0,01;0,03;
0.65;5;all_plac;dynamic;0.02;100;Setting2;458,96;4,33;;0,00;0,00;
0.65;7;no_plac;all;0.02;100;Setting2;752,34;6,07;;0,03;0,17;
0.65;7;stop_post_back;all;0.02;100;Setting13;649,95;5,98;;0,00;0,02;
0.65;7;stop_post_back;all;0.02;100;Setting1;645,29;5,98;;0,00;0,02;
0.9;3;all_plac;dynamic;0.02;100;Setting6;309,53;2,73;;0,00;0,01;
0.9;5;all_plac;dynamic;0.02;100;Setting13;467,90;4,38;;0,00;0,00;
0.65;7;stop_post_mono;all;0.02;100;Setting13;651,09;5,97;;0,00;0,03;
0.9;7;stop_post_back;all;0.02;100;Setting13;652,26;5,94;;0,01;0,03;
0.9;7;no_plac;cohort;0.01;100;Setting6;524,39;4,17;;0,03;0,14;
0.65;5;all_plac;dynamic;0.02;100;Setting1;462,68;4,37;;0,00;0,00;
0.65;3;stop_post_back;dynamic;0.02;100;Setting6;290,62;2,71;;0,00;0,01;
0.65;3;stop_post_mono;dynamic;0.02;100;Setting6;291,89;2,72;;0,00;0,01;
0.9;7;stop_post_mono;all;0.02;100;Setting1;653,64;5,97;;0,00;0,02;
0.65;7;stop_post_back;all;0.02;100;Setting2;641,44;5,95;;0,00;0,02;
0.9;5;all_plac;dynamic;0.02;100;Setting2;460,52;4,34;;0,00;0,00;
0.65;3;no_plac;dynamic;0.02;100;Setting6;333,62;2,76;;0,03;0,08;
0.9;3;no_plac;dynamic;0.02;100;Setting6;339,85;2,78;;0,03;0,07;
0.9;7;stop_post_mono;all;0.02;100;Setting13;660,97;5,99;;0,01;0,04;
0.9;3;stop_post_back;dynamic;0.02;100;Setting6;309,84;2,73;;0,00;0,01;
0.9;5;all_plac;dynamic;0.02;100;Setting1;461,74;4,34;;0,00;0,00;
0.65;5;stop_post_back;dynamic;0.02;100;Setting13;468,09;4,37;;0,00;0,01;
0.9;7;stop_post_mono;all;0.02;100;Setting2;649,63;5,98;;0,00;0,01;
0.9;3;stop_post_mono;dynamic;0.02;100;Setting6;312,06;2,75;;0,00;0,01;
0.9;7;stop_post_back;all;0.02;100;Setting2;651,14;6,02;;0,00;0,02;
0.65;3;all_plac;concurrent;0.02;100;Setting13;286,42;2,71;;0,00;0,00;
0.9;5;stop_post_back;dynamic;0.02;100;Setting13;468,80;4,36;;0,00;0,01;
0.65;5;stop_post_back;dynamic;0.02;100;Setting1;464,51;4,37;;0,00;0,01;
0.65;7;stop_post_mono;all;0.02;100;Setting2;649,76;5,99;;0,00;0,02;
0.65;7;stop_post_mono;all;0.02;100;Setting1;645,98;5,97;;0,00;0,02;
0.9;7;stop_post_back;all;0.02;100;Setting1;658,29;6,05;;0,00;0,01;
0.65;7;no_plac;all;0.02;100;Setting1;756,83;6,10;;0,03;0,17;
0.65;5;stop_post_mono;dynamic;0.02;100;Setting13;467,39;4,37;;0,00;0,01;
0.9;5;stop_post_mono;dynamic;0.02;100;Setting13;468,16;4,35;;0,00;0,01;
0.9;7;no_plac;all;0.02;100;Setting13;788,62;6,20;;0,04;0,21;
0.65;7;all_plac;all;0.02;100;Setting6;654,46;6,01;;0,00;0,01;
0.9;5;stop_post_back;dynamic;0.02;100;Setting2;466,62;4,37;;0,00;0,01;
0.65;7;stop_post_back;all;0.02;100;Setting6;662,66;5,99;;0,00;0,02;
0.9;5;stop_post_back;dynamic;0.02;100;Setting1;463,90;4,34;;0,00;0,01;
0.65;5;stop_post_mono;dynamic;0.02;100;Setting1;462,19;4,34;;0,00;0,01;
0.65;5;no_plac;dynamic;0.02;100;Setting13;547,30;4,45;;0,03;0,13;
0.65;3;all_plac;concurrent;0.02;100;Setting2;285,86;2,71;;0,00;0,00;
0.9;7;no_plac;all;0.02;100;Setting2;761,65;6,13;;0,03;0,15;
0.65;3;all_plac;concurrent;0.02;100;Setting1;287,04;2,72;;0,00;0,00;
0.9;7;no_plac;all;0.02;100;Setting1;788,16;6,19;;0,02;0,13;
0.9;5;no_plac;dynamic;0.02;100;Setting13;562,42;4,50;;0,03;0,12;
0.9;3;all_plac;concurrent;0.02;100;Setting13;289,54;2,71;;0,00;0,00;
0.9;7;all_plac;all;0.02;100;Setting6;703,12;6,06;;0,01;0,03;
0.65;5;all_plac;dynamic;0.02;100;Setting6;471,28;4,37;;0,00;0,01;
0.65;3;stop_post_back;concurrent;0.02;100;Setting13;286,57;2,72;;0,00;0,00;
0.9;3;all_plac;concurrent;0.02;100;Setting2;289,59;2,71;;0,00;0,00;
0.65;3;stop_post_mono;concurrent;0.02;100;Setting13;286,73;2,71;;0,00;0,00;
0.65;5;stop_post_back;dynamic;0.02;100;Setting2;464,25;4,35;;0,00;0,01;
0.65;5;no_plac;dynamic;0.02;100;Setting1;541,52;4,42;;0,03;0,11;
0.9;3;stop_post_back;concurrent;0.02;100;Setting13;290,15;2,71;;0,00;0,00;
0.9;3;all_plac;concurrent;0.02;100;Setting1;287,54;2,69;;0,00;0,00;
0.65;5;stop_post_mono;dynamic;0.02;100;Setting2;462,91;4,33;;0,00;0,01;
0.9;3;stop_post_back;concurrent;0.02;100;Setting2;290,26;2,71;;0,00;0,00;
0.9;3;stop_post_mono;concurrent;0.02;100;Setting13;291,54;2,72;;0,00;0,00;
0.9;5;stop_post_mono;dynamic;0.02;100;Setting1;467,92;4,36;;0,00;0,01;
0.9;3;stop_post_mono;concurrent;0.02;100;Setting2;290,47;2,72;;0,00;0,00;
0.9;3;no_plac;concurrent;0.02;100;Setting1;352,10;2,77;;0,02;0,06;
0.65;3;stop_post_back;concurrent;0.02;100;Setting2;286,53;2,71;;0,00;0,00;
0.9;5;stop_post_mono;dynamic;0.02;100;Setting2;466,88;4,37;;0,00;0,01;
0.9;3;no_plac;concurrent;0.02;100;Setting13;346,02;2,77;;0,03;0,07;
0.65;3;stop_post_back;concurrent;0.02;100;Setting1;287,87;2,72;;0,00;0,00;
0.9;5;no_plac;dynamic;0.02;100;Setting1;563,10;4,48;;0,02;0,09;
0.65;3;no_plac;concurrent;0.02;100;Setting13;329,58;2,76;;0,03;0,09;
0.65;3;stop_post_mono;concurrent;0.02;100;Setting2;286,49;2,71;;0,00;0,00;
0.65;5;no_plac;dynamic;0.02;100;Setting2;543,45;4,43;;0,03;0,12;
0.9;3;no_plac;concurrent;0.02;100;Setting2;337,81;2,77;;0,03;0,08;
0.9;5;no_plac;dynamic;0.02;100;Setting2;548,47;4,47;;0,03;0,11;
0.65;7;all_plac;dynamic;0.02;100;Setting13;639,07;5,97;;0,00;0,01;
0.65;3;no_plac;concurrent;0.02;100;Setting2;330,71;2,75;;0,03;0,09;
0.65;3;no_plac;concurrent;0.02;100;Setting1;332,28;2,76;;0,03;0,08;
0.65;3;stop_post_mono;concurrent;0.02;100;Setting1;287,76;2,72;;0,00;0,00;
0.65;7;no_plac;all;0.02;100;Setting6;757,84;6,10;;0,03;0,17;
0.9;3;stop_post_back;concurrent;0.02;100;Setting1;289,39;2,71;;0,00;0,00;
0.9;7;stop_post_back;all;0.02;100;Setting6;708,29;6,04;;0,01;0,05;
0.9;3;stop_post_mono;concurrent;0.02;100;Setting1;289,01;2,70;;0,00;0,00;
0.65;7;stop_post_mono;all;0.02;100;Setting6;665,82;6,00;;0,01;0,03;
0.9;7;no_plac;all;0.02;100;Setting6;768,60;6,17;;0,03;0,15;
0.65;5;stop_post_back;dynamic;0.02;100;Setting6;470,37;4,33;;0,00;0,01;
0.65;7;all_plac;dynamic;0.02;100;Setting1;636,48;5,97;;0,00;0,00;
0.65;7;stop_post_back;dynamic;0.02;100;Setting13;642,68;5,94;;0,00;0,02;
0.9;7;all_plac;dynamic;0.02;100;Setting13;646,69;5,99;;0,00;0,01;
0.65;7;all_plac;dynamic;0.02;100;Setting2;637,69;5,97;;0,00;0,01;
