Short Term Endpoint Quality,Maximum number of cohorts,Type of Data Sharing,Cohort Inclusion Rate,Final Cohort Sample Size,Interim Futility Stopping,Treatment Efficacy Setting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac_Th,Avg_Perc_Pat_Sup_Plac_Real,Avg_Pat_Comb,Avg_Pat_Mono,Avg_Pat_Back,Avg_Pat_Plac,Avg_Pat_Plac_First_Suc,Avg_Pat_Plac_Pool,Avg_Suc_Hist,Avg_Suc_Hist_Comb,Avg_Suc_Hist_Mono,Avg_Suc_Hist_Back,Avg_Suc_Hist_Plac,Avg_Suc_Bio,Avg_Suc_Bio_Comb,Avg_Suc_Bio_Mono,Avg_Suc_Bio_Back,Avg_Suc_Bio_Plac,Avg_Cohorts,Avg_Cohorts_First_Suc,Avg_TP,Avg_FP,Avg_TN,Avg_FN,Avg_any_P,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
0.9,3,cohort,0.01,500,Yes,Setting 1,1012.3368,987.8723336,0.633573864,0.633573864,253.0842,253.0842,253.0842,253.0842,246.9680834,1012.3368,194.615,79.2442,39.6641,50.4764,25.2303,256.8992,88.7147,57.0343,65.6317,45.5185,2.8894,2.966319166,0.8382,0.0113,1.4338,0.6061,0.6235,0.013301942,0.580350343,0.007819528,0.013159427,0.728012261,0.0113,0.6175
1,3,cohort,0.01,500,Yes,Setting 1,1017.508,862.078714,0.63199977,0.63199977,254.377,254.377,254.377,254.377,215.5196785,1017.508,194.8301,78.9921,39.4752,50.7982,25.5646,194.8301,78.9921,39.4752,50.7982,25.5646,2.8988,2.933342572,1.0283,0.0199,1.4236,0.427,0.7216,0.018984927,0.706589707,0.013785937,0.02303933,0.836184673,0.0198,0.7136
1,7,concurrent,0.01,500,Yes,Setting 1,2195.8744,1441.154377,0.697194226,0.697194226,864.4458,864.4458,233.4914,233.4914,140.1116861,2195.8744,463.7463,262.5352,131.1772,46.7492,23.2847,463.7463,262.5352,131.1772,46.7492,23.2847,6.6495,6.469167745,2.9636,0.0498,3.2676,0.3685,0.9277,0.016526183,0.889409081,0.015011756,0.044948454,0.967101828,0.0436,0.926
0.9,7,concurrent,0.01,500,Yes,Setting 1,2361.9724,1815.795196,0.709651204,0.709651204,935.2032,935.2032,245.783,245.783,173.6383219,2361.9724,509.7753,290.8163,145.2582,49.0967,24.6041,643.9599,326.1726,209.704,63.8904,44.1929,6.66,6.742754032,2.6383,0.0322,3.2957,0.6938,0.8869,0.012057667,0.79178296,0.009675772,0.030889621,0.922236102,0.03,0.8859
0.9,7,cohort,0.01,500,Yes,Setting 9,1756.244,1758.285714,0,0,439.061,439.061,439.061,439.061,439.5714286,1756.244,351.2653,87.8371,87.7437,87.9535,87.731,456.8588,114.1997,114.2201,114.3194,114.1196,6.4622,7,0,0.0021,6.4601,0,0.0021,1,,0.000324967,0.0021,,0.0021,0
1,5,all,0.03,500,Yes,Setting 9,1377.9788,1393.5,0,0,543.5258,543.5258,145.4636,145.4636,140.9375,1377.9788,275.7486,108.7368,108.7799,29.1254,29.1065,275.7486,108.7368,108.7799,29.1254,29.1065,4.9996,5,0,0.0017,4.9979,0,0.0016,1,,0.000340027,0.0016,,0.0016,0
0.65,7,cohort,0.01,500,Yes,Setting 9,1763.1508,1700.444444,0,0,440.7877,440.7877,440.7877,440.7877,425.1111111,1763.1508,352.6939,88.0987,88.1739,88.2465,88.1748,722.7251,180.6491,180.6937,180.7175,180.6648,6.4777,7,0,0.0018,6.4759,0,0.0018,1,,0.000277876,0.0018,,0.0018,0
1,7,cohort,0.01,500,Yes,Setting 9,1762.9152,1921.866667,0,0,440.7288,440.7288,440.7288,440.7288,480.4666667,1762.9152,352.647,88.2801,87.9794,88.2959,88.0916,352.647,88.2801,87.9794,88.2959,88.0916,6.456,7,0,0.003,6.453,0,0.003,1,,0.000464684,0.003,,0.003,0
0.65,7,all,0.03,500,Yes,Setting 9,1923.1244,1927.555556,0,0,796.8431,796.8431,164.7191,164.7191,147.2222222,1923.1244,384.6864,159.4263,159.2863,33.0076,32.9662,788.2914,326.7423,326.5396,67.4628,67.5467,6.9958,7,0,0.0009,6.9949,0,0.0009,1,,0.000128649,0.0009,,0.0009,0
0.9,7,all,0.03,500,Yes,Setting 9,1922.3664,1743.076923,0,0,796.5981,796.5981,164.5851,164.5851,135.4615385,1922.3664,384.57,159.2779,159.4384,32.9223,32.9314,500.126,207.1668,207.3996,42.7652,42.7944,6.9982,7,0,0.0014,6.9968,0,0.0013,1,,0.000200051,0.0013,,0.0013,0
1,7,all,0.03,500,Yes,Setting 9,1940.2952,2042.72,0,0,803.7747,803.7747,166.3729,166.3729,172.36,1940.2952,388.1093,160.7738,160.874,33.3075,33.154,388.1093,160.7738,160.874,33.3075,33.154,6.9964,7,0,0.0025,6.9939,0,0.0025,1,,0.000357327,0.0025,,0.0025,0
0.65,3,dynamic,0.03,500,Yes,Setting 9,816.3696,791.2,0,0,290.1438,290.1438,118.041,118.041,111.4,816.3696,163.3907,58.1247,58.0989,23.6062,23.5609,334.731,118.8591,118.9564,48.4414,48.4741,2.9986,3,0,0.0005,2.9981,0,0.0005,1,,0.000166744,0.0005,,0.0005,0
0.9,3,dynamic,0.03,500,Yes,Setting 9,814.638,812.5714286,0,0,289.5565,289.5565,117.7625,117.7625,118.4285714,814.638,162.8676,57.7801,57.8964,23.5782,23.6129,211.9053,75.2764,75.3181,30.6212,30.6896,2.9992,3,0,0.0007,2.9985,0,0.0007,1,,0.000233396,0.0007,,0.0007,0
1,3,dynamic,0.03,500,Yes,Setting 9,815.1664,909.6666667,0,0,289.7021,289.7021,117.8811,117.8811,133.75,815.1664,163.1135,58.008,57.9186,23.6429,23.544,163.1135,58.008,57.9186,23.6429,23.544,2.9986,3,0,0.0012,2.9974,0,0.0012,1,,0.000400187,0.0012,,0.0012,0
0.65,3,all,0.03,500,Yes,Setting 1,927.0788,1131.309168,0.68434983,0.68434983,326.8289,326.8289,136.7105,136.7105,170.6207737,927.0788,191.7543,100.4255,50.252,27.345,13.7318,382.1142,144.5562,129.4161,56.1912,51.9507,2.9992,3,0.4278,0.0041,1.4768,1.0905,0.3283,0.009492938,0.281762498,0.002768587,0.004741529,0.372916191,0.0041,0.3266
1,3,all,0.03,500,Yes,Setting 1,992.482,846.850651,0.678940768,0.678940768,347.2813,347.2813,148.9597,148.9597,117.9522594,992.482,203.2334,105.7341,52.8142,29.7641,14.921,203.2334,105.7341,52.8142,29.7641,14.921,2.9996,2.999617054,1.2831,0.0229,1.4848,0.2088,0.7838,0.017534456,0.860044239,0.015188698,0.024059293,0.892214196,0.0211,0.7781
0.9,3,all,0.03,500,Yes,Setting 1,1061.218,1004.980962,0.687843541,0.687843541,372.1144,372.1144,158.4946,158.4946,144.1310111,1061.218,221.6187,116.1247,58.025,31.5931,15.8759,283.4096,130.0515,83.6473,41.1181,28.5927,2.9992,2.999717952,1.1306,0.0139,1.4746,0.3801,0.7094,0.012145042,0.748394784,0.00933826,0.01558382,0.80598037,0.0136,0.7062
0.65,5,cohort,0.01,500,Yes,Setting 1,1415.7632,1584.689478,0.62799647,0.62799647,353.9408,353.9408,353.9408,353.9408,396.1723694,1415.7632,267.8351,107.8463,53.8167,70.8693,35.3028,575.782,156.1701,140.0949,145.1313,134.3857,4.7072,4.974787754,0.4733,0.0044,2.3666,1.8629,0.3887,0.009210802,0.202593956,0.001855757,0.004671409,0.416145721,0.0044,0.3861
0.9,5,cohort,0.01,500,Yes,Setting 1,1673.406,1488.984991,0.635431206,0.635431206,418.3515,418.3515,418.3515,418.3515,372.2462478,1673.406,321.6235,130.8542,65.4342,83.5561,41.779,424.6138,146.5472,94.0976,108.7518,75.2172,4.7743,4.890613076,1.3865,0.0182,2.3742,0.9954,0.7862,0.012956503,0.582098325,0.007607424,0.019010608,0.838211644,0.0181,0.7818
0.9,5,dynamic,0.03,500,Yes,Setting 9,1362.6412,1234.571429,0,0,537.403,537.403,143.9176,143.9176,123.5714286,1362.6412,272.462,107.4011,107.465,28.7899,28.806,354.4046,139.6787,139.7758,37.4827,37.4674,4.9988,5,0,0.0014,4.9974,0,0.0014,1,,0.000280067,0.0014,,0.0014,0
0.65,5,dynamic,0.03,500,Yes,Setting 9,1368.0408,1221.75,0,0,539.1177,539.1177,144.9027,144.9027,117.1875,1368.0408,273.7226,107.9007,107.8549,28.9307,29.0363,560.8834,221.11,220.8969,59.4433,59.4332,4.998,5,0,0.0016,4.9964,0,0.0016,1,,0.000320128,0.0016,,0.0016,0
1,5,dynamic,0.03,500,Yes,Setting 9,1365.2676,1419.333333,0,0,538.1002,538.1002,144.5336,144.5336,149.5555556,1365.2676,273.2208,107.6719,107.5448,29.0699,28.9342,273.2208,107.6719,107.5448,29.0699,28.9342,4.9964,5,0,0.0018,4.9946,0,0.0018,1,,0.000360259,0.0018,,0.0018,0
1,5,cohort,0.01,500,Yes,Setting 1,1668.894,1270.881174,0.631225231,0.631225231,417.2235,417.2235,417.2235,417.2235,317.7202936,1668.894,318.2627,128.8059,64.3305,83.4195,41.7068,318.2627,128.8059,64.3305,83.4195,41.7068,4.7623,4.791821994,1.6857,0.0304,2.3807,0.6655,0.8584,0.017714585,0.716953045,0.012608353,0.031744358,0.9143898,0.0301,0.8534
0.9,3,concurrent,0.03,500,Yes,Setting 9,819.8344,849.6,0,0,291.4905,291.4905,118.4267,118.4267,122.4,819.8344,163.9219,58.3026,58.2566,23.6728,23.6899,213.2525,75.7513,75.893,30.8251,30.7831,2.9988,3,0,0.0005,2.9983,0,0.0005,1,,0.000166733,0.0005,,0.0005,0
0.65,3,concurrent,0.03,500,Yes,Setting 9,820.8584,856.8,0,0,291.272,291.272,119.1572,119.1572,115.8,820.8584,164.2603,58.1716,58.3,23.9426,23.8461,336.5542,119.2975,119.4384,48.9287,48.8896,2.9982,3,0,0.0005,2.9977,0,0.0005,1,,0.000166767,0.0005,,0.0005,0
1,3,concurrent,0.03,500,Yes,Setting 9,832.3848,853.2307692,0,0,295.321,295.321,120.8714,120.8714,120.4615385,832.3848,166.5612,59.1296,59.1186,24.1882,24.1248,166.5612,59.1296,59.1186,24.1882,24.1248,2.9992,3,0,0.0013,2.9979,0,0.0013,1,,0.000433449,0.0013,,0.0013,0
0.65,7,dynamic,0.03,500,Yes,Setting 9,1917.728,1809.6,0,0,794.029,794.029,164.835,164.835,140.5,1917.728,383.643,158.9704,158.7662,32.9919,32.9145,786.1351,325.5117,325.4374,67.5234,67.6626,6.9982,7,0,0.001,6.9972,0,0.001,1,,0.000142894,0.001,,0.001,0
0.9,7,dynamic,0.03,500,Yes,Setting 9,1917.9356,1852,0,0,793.9463,793.9463,165.0215,165.0215,156.4,1917.9356,383.6841,158.9095,158.8343,33.0561,32.8842,498.9791,206.5489,206.6421,42.9683,42.8198,6.9982,7,0,0.002,6.9962,0,0.002,1,,0.000285788,0.002,,0.002,0
1,7,dynamic,0.03,500,Yes,Setting 9,1916.7672,1989,0,0,793.6767,793.6767,164.7069,164.7069,170.625,1916.7672,383.3826,158.8024,158.6471,32.9914,32.9417,383.3826,158.8024,158.6471,32.9914,32.9417,6.9982,7,0,0.0016,6.9966,0,0.0016,1,,0.00022863,0.0016,,0.0016,0
0.65,5,all,0.03,500,Yes,Setting 1,1564.1224,1755.377402,0.706129554,0.706129554,612.9385,612.9385,169.1227,169.1227,192.3408659,1564.1224,333.324,188.2929,94.3099,33.7732,16.948,647.4951,271.2463,242.6762,69.2708,64.3018,4.9992,5,0.7874,0.0072,2.4779,1.7267,0.4741,0.009061163,0.313193588,0.002897268,0.007115603,0.486603462,0.0069,0.4722
0.65,7,cohort,0.01,500,Yes,Setting 1,1961.7464,2115.258744,0.629887614,0.629887614,490.4366,490.4366,490.4366,490.4366,528.814686,1961.7464,372.1005,149.9786,74.9791,98.1484,48.9944,798.4503,216.7506,194.2189,201.0838,186.397,6.5328,6.953569237,0.6483,0.0082,3.2568,2.6195,0.4889,0.01249048,0.198390354,0.002511485,0.008549682,0.507382972,0.0082,0.4845
1,5,all,0.03,500,Yes,Setting 1,1610.7692,1278.952068,0.697213923,0.697213923,626.3525,626.3525,179.0321,179.0321,125.0959729,1610.7692,337.5393,189.3245,94.5677,35.78,17.8671,337.5393,189.3245,94.5677,35.78,17.8671,4.9988,4.998577369,2.2342,0.0379,2.4704,0.2563,0.9142,0.016680604,0.897088938,0.015109835,0.03474585,0.941127951,0.0337,0.9128
0.65,5,concurrent,0.03,500,Yes,Setting 9,1372.32,1349.142857,0,0,540.6882,540.6882,145.4718,145.4718,128.3571429,1372.32,274.5695,108.0923,108.2343,29.1061,29.1368,562.6779,221.6795,221.7006,59.6437,59.6541,4.9984,5,0,0.0014,4.997,0,0.0014,1,,0.00028009,0.0014,,0.0014,0
0.9,5,concurrent,0.03,500,Yes,Setting 9,1368.5356,1379.666667,0,0,539.5017,539.5017,144.7661,144.7661,140.4166667,1368.5356,273.6495,107.8761,107.891,28.9401,28.9423,355.9834,140.3697,140.3043,37.6194,37.69,4.9996,5,0,0.0012,4.9984,0,0.0012,1,,0.000240019,0.0012,,0.0012,0
0.9,5,all,0.03,500,Yes,Setting 1,1758.31,1521.741591,0.710043556,0.710043556,686.0101,686.0101,193.1449,193.1449,154.2384598,1758.31,377.2656,212.963,106.4487,38.5812,19.2727,477.6514,238.9762,153.806,50.1949,34.6743,4.9996,4.999536071,2.0149,0.028,2.4671,0.4896,0.8625,0.013706006,0.804511879,0.011221995,0.02650851,0.887856258,0.0257,0.8598
1,5,concurrent,0.03,500,Yes,Setting 9,1385.8792,1391,0,0,545.8748,545.8748,147.0648,147.0648,144.6666667,1385.8792,277.2769,109.2168,109.1842,29.4216,29.4543,277.2769,109.2168,109.1842,29.4216,29.4543,4.9984,5,0,0.0025,4.9959,0,0.0024,1,,0.00050016,0.0024,,0.0024,0
1,7,cohort,0.01,500,Yes,Setting 1,2334.066,1616.361394,0.634694063,0.634694063,583.5165,583.5165,583.5165,583.5165,404.0903484,2334.066,446.9185,181.2162,90.5955,116.7429,58.3639,446.9185,181.2162,90.5955,116.7429,58.3639,6.6499,6.598463536,2.4005,0.0432,3.2597,0.9465,0.9242,0.017678111,0.717209441,0.013079415,0.044339039,0.959862385,0.043,0.9207
0.9,7,cohort,0.01,500,Yes,Setting 1,2320.6688,1940.345486,0.636244532,0.636244532,580.1672,580.1672,580.1672,580.1672,485.0863715,2320.6688,446.301,181.6031,90.8601,116.0153,57.8225,589.0455,203.1704,130.7526,150.7872,104.3353,6.6486,6.795169638,1.9267,0.0264,3.3155,1.38,0.8695,0.013516973,0.582665497,0.007899698,0.026637869,0.904627598,0.0259,0.866
0.65,7,concurrent,0.03,500,Yes,Setting 9,1924.882,1732.923077,0,0,796.7411,796.7411,165.6999,165.6999,134.5384615,1924.882,385.0457,159.4519,159.405,33.1092,33.0796,789.035,326.4514,326.6723,67.9999,67.9114,6.9976,7,0,0.0014,6.9962,0,0.0013,1,,0.000200069,0.0013,,0.0013,0
0.9,7,concurrent,0.03,500,Yes,Setting 9,1932.788,1944,0,0,800.2692,800.2692,166.1248,166.1248,161.8518519,1932.788,386.5843,160.2099,159.9101,33.2529,33.2114,502.8095,208.3146,208.1145,43.1955,43.1849,6.9964,7,0,0.0028,6.9936,0,0.0027,1,,0.000400206,0.0027,,0.0027,0
0.65,3,cohort,0.03,500,Yes,Setting 9,818.7904,762,0,0,204.6976,204.6976,204.6976,204.6976,190.5,818.7904,163.8535,40.9536,41.0168,40.9681,40.915,335.7121,83.9962,84.007,83.8526,83.8563,2.9992,3,0,0.0004,2.9988,0,0.0004,1,,0.000133369,0.0004,,0.0004,0
0.9,3,cohort,0.03,500,Yes,Setting 9,815.0696,811.6666667,0,0,203.7674,203.7674,203.7674,203.7674,202.9166667,815.0696,163.0058,40.7493,40.6414,40.8772,40.7379,212.0264,53.0287,52.8783,53.1351,52.9843,2.999,3,0,0.0012,2.9978,0,0.0012,1,,0.000400133,0.0012,,0.0012,0
1,3,cohort,0.03,500,Yes,Setting 9,818.2672,895.7142857,0,0,204.5668,204.5668,204.5668,204.5668,223.9285714,818.2672,163.7513,40.9104,41.004,40.9008,40.9361,163.7513,40.9104,41.004,40.9008,40.9361,2.9986,3,0,0.0014,2.9972,0,0.0014,1,,0.000466885,0.0014,,0.0014,0
0.65,7,all,0.03,500,Yes,Setting 1,2207.0688,2359.639482,0.717670758,0.717670758,910.1731,910.1731,193.3613,193.3613,206.0105005,2207.0688,477.571,279.5342,139.9143,38.7995,19.323,915.8483,402.5734,360.4029,79.4104,73.4616,6.9994,7,1.1599,0.009,3.483,2.3475,0.5719,0.007699547,0.330700804,0.00257732,0.008972679,0.57528724,0.0089,0.5708
1,7,concurrent,0.03,500,Yes,Setting 9,1950.5648,1949.44,0,0,806.9457,806.9457,168.3367,168.3367,156.6,1950.5648,390.2257,161.447,161.3198,33.7335,33.7254,390.2257,161.447,161.3198,33.7335,33.7254,6.997,7,0,0.0026,6.9944,0,0.0025,1,,0.000371588,0.0025,,0.0025,0
0.65,3,dynamic,0.03,500,Yes,Setting 1,921.752,1117.249123,0.681856241,0.681856241,324.3803,324.3803,136.4957,136.4957,170.0376396,921.752,189.991,99.3662,49.699,27.2849,13.6409,379.6746,143.2453,128.4764,56.0052,51.9477,2.9998,3,0.3935,0.0026,1.4971,1.1066,0.3138,0.006563999,0.262315846,0.00173368,0.00298302,0.356092557,0.0026,0.3124
0.9,7,all,0.03,500,Yes,Setting 1,2444.5844,1988.564614,0.72198374,0.72198374,1005.0328,1005.0328,217.2594,217.2594,157.8061578,2444.5844,532.5119,311.5182,155.793,43.5029,21.6978,670.6167,349.9677,224.9976,56.551,39.1004,6.9988,6.998156982,2.9165,0.037,3.4596,0.5857,0.923,0.01252751,0.832762264,0.010581708,0.033239323,0.928262401,0.033,0.9226
1,7,all,0.03,500,Yes,Setting 1,2245.7968,1694.324262,0.70874821,0.70874821,920.6833,920.6833,202.2151,202.2151,129.7258889,2245.7968,478.4516,278.5322,139.2998,40.4082,20.2114,478.4516,278.5322,139.2998,40.4082,20.2114,6.9988,6.997601918,3.2208,0.0552,3.4225,0.3003,0.9591,0.016849817,0.914714152,0.015872559,0.047997585,0.96584727,0.0477,0.9587
0.9,3,dynamic,0.03,500,Yes,Setting 1,1050.5348,1009.535324,0.687273407,0.687273407,367.4876,367.4876,157.7798,157.7798,146.4134013,1050.5348,219.4054,114.6824,57.4291,31.5648,15.7291,280.5313,128.5037,82.6584,41.0251,28.3441,2.9994,2.998980335,1.0506,0.01,1.4898,0.449,0.6871,0.009428625,0.700586823,0.006667556,0.010976446,0.782142042,0.0096,0.685
1,3,dynamic,0.03,500,Yes,Setting 1,997.4136,865.2151503,0.681450533,0.681450533,348.267,348.267,150.4398,150.4398,121.7149551,997.4136,205.802,107.0365,53.5664,30.1021,15.097,205.802,107.0365,53.5664,30.1021,15.097,2.9992,2.999869843,1.2245,0.0168,1.4869,0.271,0.7683,0.013534198,0.818789702,0.011172441,0.018204574,0.871247574,0.016,0.7633
0.65,5,dynamic,0.03,500,Yes,Setting 1,1555.6356,1733.09841,0.705111991,0.705111991,607.8154,607.8154,170.0024,170.0024,192.0956167,1555.6356,330.8795,186.6624,93.2408,33.9896,16.9867,643.6943,268.8379,240.6261,69.6861,64.5442,4.9984,5,0.7237,0.0054,2.4817,1.7876,0.4658,0.007406391,0.288177438,0.002171203,0.005371346,0.477670303,0.0052,0.4642
0.65,5,cohort,0.03,500,Yes,Setting 9,1360.3744,1413.714286,0,0,340.0936,340.0936,340.0936,340.0936,353.4285714,1360.3744,272.2139,67.9738,67.9753,68.1492,68.1156,557.7435,139.4876,139.3615,139.4254,139.469,4.996,5,0,0.0007,4.9953,0,0.0007,1,,0.000140112,0.0007,,0.0007,0
0.9,5,cohort,0.03,500,Yes,Setting 9,1358.8944,1338,0,0,339.7236,339.7236,339.7236,339.7236,334.5,1358.8944,271.6497,67.849,68.0117,67.8912,67.8978,353.3871,88.3602,88.412,88.3096,88.3053,4.998,5,0,0.0026,4.9954,0,0.0026,1,,0.000520208,0.0026,,0.0026,0
0.9,5,dynamic,0.03,500,Yes,Setting 1,1762.454,1549.874113,0.711790071,0.711790071,686.5896,686.5896,194.6374,194.6374,159.0644818,1762.454,379.4359,214.0728,106.9889,38.8779,19.4963,479.8441,239.8692,154.2967,50.6263,35.0519,5,4.999881685,1.8899,0.0181,2.4807,0.6113,0.8458,0.009486373,0.755597313,0.007243477,0.017580145,0.872932175,0.017,0.8443
1,5,dynamic,0.03,500,Yes,Setting 1,1640.6664,1318.238654,0.701112643,0.701112643,637.0183,637.0183,183.3149,183.3149,130.4166482,1640.6664,346.7814,194.6359,97.2084,36.586,18.3511,346.7814,194.6359,97.2084,36.586,18.3511,4.9976,4.99811822,2.1097,0.024,2.4894,0.3745,0.9035,0.011248067,0.849247243,0.009548818,0.022375748,0.933850932,0.0217,0.9021
1,5,cohort,0.03,500,Yes,Setting 9,1363.3272,1349.111111,0,0,340.8318,340.8318,340.8318,340.8318,337.2777778,1363.3272,272.8025,68.1942,68.2353,68.21,68.163,272.8025,68.1942,68.2353,68.21,68.163,4.9964,5,0,0.0018,4.9946,0,0.0018,1,,0.000360259,0.0018,,0.0018,0
0.65,3,concurrent,0.03,500,Yes,Setting 1,928.3992,1129.612903,0.680979692,0.680979692,327.152,327.152,137.0476,137.0476,170.5906878,928.3992,191.2139,100.044,50.1244,27.3296,13.7159,382.4051,144.6378,129.5703,56.1404,52.0566,2.9992,3,0.4223,0.0035,1.506,1.0674,0.3287,0.008219822,0.283479895,0.002318649,0.003870233,0.374270345,0.0034,0.327
0.9,3,concurrent,0.03,500,Yes,Setting 1,1061.9692,1006.695764,0.684661493,0.684661493,371.9201,371.9201,159.0645,159.0645,144.7884753,1061.9692,220.4564,115.1658,57.5871,31.7802,15.9233,282.6428,129.3305,83.2673,41.3564,28.6886,3,3,1.088,0.0154,1.4994,0.3972,0.7014,0.013956861,0.732561271,0.010166359,0.016590909,0.797141224,0.0146,0.6971
1,3,concurrent,0.03,500,Yes,Setting 1,1003.1424,850.3011247,0.6794994,0.6794994,350.7655,350.7655,150.8057,150.8057,118.6968303,1003.1424,205.6578,107.0207,53.358,30.1615,15.1176,205.6578,107.0207,53.358,30.1615,15.1176,2.9996,2.999744376,1.2692,0.0215,1.4821,0.2268,0.7828,0.016657628,0.848395722,0.014299016,0.023171286,0.885561376,0.0204,0.7777
0.65,7,dynamic,0.03,500,Yes,Setting 1,2191.3512,2333.500354,0.715258649,0.715258649,901.677,901.677,193.9986,193.9986,206.0070872,2191.3512,472.5998,276.2359,138.2071,38.7272,19.4296,909.0998,398.5154,357.2978,79.5455,73.7411,6.9982,7,1.0594,0.0086,3.5118,2.4184,0.5649,0.008052434,0.304617862,0.002442904,0.008355144,0.568085536,0.0083,0.5632
0.9,7,cohort,0.03,500,Yes,Setting 9,1901.1768,1787.166667,0,0,475.2942,475.2942,475.2942,475.2942,446.7916667,1901.1768,380.3478,94.902,95.2807,95.0879,95.0772,494.6482,123.4851,123.8085,123.7439,123.6107,6.9958,7,0,0.0024,6.9934,0,0.0024,1,,0.000343063,0.0024,,0.0024,0
0.65,7,cohort,0.03,500,Yes,Setting 9,1905.4496,1746.823529,0,0,476.3624,476.3624,476.3624,476.3624,436.7058824,1905.4496,381.1711,95.1555,95.3114,95.3782,95.326,781.0202,195.2917,195.1242,195.354,195.2503,6.9976,7,0,0.0017,6.9959,0,0.0017,1,,0.00024294,0.0017,,0.0017,0
1,7,cohort,0.03,500,Yes,Setting 9,1907.8752,1898.461538,0,0,476.9688,476.9688,476.9688,476.9688,474.6153846,1907.8752,381.6515,95.4053,95.4315,95.4194,95.3953,381.6515,95.4053,95.4315,95.4194,95.3953,6.9964,7,0,0.0026,6.9938,0,0.0026,1,,0.00037162,0.0026,,0.0026,0
0.9,7,dynamic,0.03,500,Yes,Setting 1,2463.3728,2040.798243,0.724607266,0.724607266,1012.6072,1012.6072,219.0792,219.0792,164.0713893,2463.3728,539.1307,315.8794,157.6041,43.7962,21.851,677.8221,354.0977,227.3385,56.9921,39.3938,6.9988,6.997473915,2.7241,0.0241,3.4762,0.7744,0.9113,0.008769376,0.778647992,0.006885124,0.021268017,0.918120399,0.0211,0.9105
1,7,dynamic,0.03,500,Yes,Setting 1,2273.9768,1728.735282,0.713204888,0.713204888,931.4843,931.4843,205.5041,205.5041,133.5715031,2273.9768,488.0813,284.3922,142.1098,41.072,20.5073,488.0813,284.3922,142.1098,41.072,20.5073,6.9958,6.995720251,3.0759,0.0334,3.4519,0.4346,0.9582,0.010741968,0.876199972,0.009583106,0.029566095,0.964742621,0.0293,0.9577
0.65,5,concurrent,0.03,500,Yes,Setting 1,1562.0716,1736.094217,0.704018617,0.704018617,611.0958,611.0958,169.94,169.94,191.2782334,1562.0716,331.7444,187.2024,93.5707,34.008,16.9633,646.0435,270.1548,241.7389,69.6639,64.4859,4.9988,5,0.7652,0.0056,2.4996,1.7284,0.476,0.007265179,0.306865576,0.00223535,0.005686518,0.49039653,0.0055,0.4749
1,5,concurrent,0.03,500,Yes,Setting 1,1648.952,1301.949543,0.700154599,0.700154599,641.4313,641.4313,183.0447,183.0447,127.43792,1648.952,347.7336,195.197,97.5557,36.6197,18.3612,347.7336,195.197,97.5557,36.6197,18.3612,4.9988,4.999118652,2.2112,0.0359,2.4536,0.2981,0.9082,0.015976147,0.881201929,0.014420566,0.033847428,0.935583772,0.0327,0.9063
0.9,5,concurrent,0.03,500,Yes,Setting 1,1772.7428,1526.853414,0.70929966,0.70929966,691.7745,691.7745,194.5969,194.5969,154.7378234,1772.7428,379.8366,214.4966,107.0319,38.9824,19.3257,481.135,240.8304,154.8198,50.6275,34.8573,4.9992,4.999417385,1.9902,0.0285,2.4747,0.5058,0.8593,0.014117997,0.797355769,0.011385427,0.027356251,0.886523357,0.0265,0.8578
0.9,3,all,0.01,100,Non,Setting 9,216.2864,191.7142857,0,0,66.5021,66.5021,41.6411,41.6411,32.14285714,216.2864,43.1154,13.2655,13.2321,8.2982,8.3196,56.1956,17.2552,17.2904,10.8002,10.8498,2.1305,2.428571429,0,0.0015,2.129,0,0.0014,1,,0.00070406,0.0014,,0.0014,0
1,3,all,0.01,100,Non,Setting 9,216.7856,169,0,0,66.5933,66.5933,41.7995,41.7995,29.08333333,216.7856,43.3679,13.2824,13.3892,8.3294,8.3669,43.3679,13.2824,13.3892,8.3294,8.3669,2.1351,2.25,0,0.0012,2.1339,0,0.0012,1,,0.000562035,0.0012,,0.0012,0
0.65,3,all,0.01,100,Non,Setting 9,216.1784,193.2307692,0,0,66.4647,66.4647,41.6245,41.6245,33.30769231,216.1784,43.2772,13.2971,13.2869,8.3521,8.3411,88.5691,27.2206,27.2256,17.0413,17.0816,2.129,2.538461538,0,0.0013,2.1277,0,0.0013,1,,0.000610615,0.0013,,0.0013,0
0.65,5,all,0.01,100,Non,Setting 9,298.9984,210.6666667,0,0,98.6128,98.6128,50.8864,50.8864,33,298.9984,59.8656,19.8023,19.7262,10.1355,10.2016,122.5712,40.4436,40.3804,20.8312,20.916,2.9295,2.933333333,0,0.0016,2.9279,0,0.0016,1,,0.000546168,0.0016,,0.0016,0
1,5,all,0.01,100,Non,Setting 9,300.2464,190,0,0,99.1725,99.1725,50.9507,50.9507,30.21428571,300.2464,60.128,19.911,19.8099,10.1923,10.2148,60.128,19.911,19.8099,10.1923,10.2148,2.9419,2.714285714,0,0.0014,2.9405,0,0.0014,1,,0.000475883,0.0014,,0.0014,0
