ShortTermEndpointQuality,Maximumnumberofcohorts,TypeofDataSharing,CohortInclusionRate,FinalCohortSampleSize,InterimFutilityStopping,TreatmentEfficacySetting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac,Avg_Cohorts,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
1,5,cohort,0.01,300,Yes,1,966.1348,824.7221967,0.631557748,4.3267,0.022291444,0.464033264,0.010591065,0.024598229,0.734139662,0.0225,0.6434
1,3,cohort,0.01,300,Yes,9,437.4076,455.7142857,0,2.5625,1,,0.000546341,0.0014,,0.0014,0
1,7,concurrent,0.01,300,Yes,9,887.7032,1102.526316,0,5.3084,1,,0.000357923,0.0019,,0.0019,0
0.65,7,concurrent,0.01,300,Yes,9,881.1952,833.6,0,5.2952,1,,0.000283275,0.0015,,0.0015,0
0.9,7,concurrent,0.01,300,Yes,9,889.1568,1052.761905,0,5.3133,1,,0.000395235,0.0021,,0.0021,0
0.65,7,cohort,0.01,300,Yes,1,980.3144,1185.735314,0.628055674,5.4074,0.01734751,0.129122394,0.002306977,0.006989853,0.333637713,0.0062,0.2923
0.65,5,all,0.03,300,Yes,1,910.91,1037.099504,0.697786166,4.9692,0.010814986,0.206124995,0.002254156,0.005700663,0.353312629,0.0055,0.3413
0.65,5,cohort,0.01,300,Yes,9,659.2428,584.5714286,0,3.9347,1,,0.000177904,0.0007,,0.0007,0
0.9,5,cohort,0.01,300,Yes,9,664.872,710.8571429,0,3.9249,1,,0.000356697,0.0014,,0.0014,0
0.9,7,cohort,0.01,300,Yes,1,1248.8672,1191.116315,0.631762092,5.7976,0.015541659,0.367604134,0.005856871,0.018179851,0.71880651,0.0168,0.636
0.65,3,all,0.03,300,Yes,9,491.0972,487.3333333,0,2.9826,1,,0.000201167,0.0006,,0.0006,0
0.9,5,all,0.03,300,Yes,1,1062.5432,967.7850441,0.709150113,4.9764,0.013981763,0.586500603,0.008321943,0.020047535,0.7297185,0.0194,0.7025
1,5,all,0.03,300,Yes,1,1043.896,831.1281473,0.703627562,4.9757,0.016740576,0.71322879,0.01213485,0.029098064,0.825574178,0.0281,0.798
1,7,cohort,0.01,300,Yes,1,1306.5648,1051.604408,0.631915126,5.8771,0.02216262,0.469722655,0.010725143,0.033376261,0.820544554,0.0311,0.7293
0.9,3,all,0.03,300,Yes,9,493.6044,490.8571429,0,2.9797,1,,0.000469846,0.0014,,0.0014,0
1,5,cohort,0.01,300,Yes,9,668.0484,697.92,0,3.9235,1,,0.000637186,0.0025,,0.0025,0
1,3,all,0.03,300,Yes,9,492.5872,575.3846154,0,2.9834,1,,0.000435744,0.0013,,0.0013,0
0.65,7,all,0.03,300,Yes,1,1284.3984,1398.944091,0.709084695,6.9499,0.01132473,0.21624424,0.002472757,0.008496864,0.426680141,0.0084,0.4222
1,7,all,0.03,300,Yes,1,1451.3604,1073.255314,0.714568794,6.9688,0.017098524,0.746787993,0.013068133,0.039587962,0.883631584,0.0392,0.874
0.65,3,dynamic,0.03,300,Yes,1,535.3144,661.9469214,0.674965558,2.9824,0.011415525,0.146333221,0.001663451,0.002838973,0.214983339,0.0025,0.1871
0.9,7,all,0.03,300,Yes,1,1499.4248,1280.994045,0.722252326,6.9678,0.013501996,0.631500359,0.008636272,0.028201759,0.815403299,0.0279,0.8057
0.9,3,dynamic,0.03,300,Yes,1,625.0924,641.3740141,0.68498229,2.9888,0.013029316,0.446095162,0.005888257,0.00984996,0.548409247,0.0086,0.4792
0.65,7,cohort,0.01,300,Yes,9,890.19,783.5,0,5.3094,1,,0.000301352,0.0016,,0.0016,0
1,3,dynamic,0.03,300,Yes,1,631.6752,574.6434426,0.687012605,2.9891,0.011336311,0.571560969,0.006695976,0.011341505,0.666972057,0.0099,0.5824
0.9,7,cohort,0.01,300,Yes,9,903.1172,1085.538462,0,5.3259,1,,0.00024409,0.0013,,0.0013,0
0.65,5,all,0.03,300,Yes,9,823.654,726.2222222,0,4.9689,1,,0.000181127,0.0009,,0.0009,0
1,7,cohort,0.01,300,Yes,9,914.0428,1002.769231,0,5.3526,1,,0.000485745,0.0026,,0.0026,0
0.9,5,all,0.03,300,Yes,9,824.0456,846.25,0,4.9703,1,,0.000321912,0.0016,,0.0016,0
1,5,all,0.03,300,Yes,9,823.5652,846.9230769,0,4.9681,1,,0.000523339,0.0026,,0.0026,0
0.65,5,dynamic,0.03,300,Yes,1,902.7908,1024.903638,0.698054637,4.9645,0.008784096,0.171753585,0.001539771,0.00384216,0.322477254,0.0037,0.3119
1,5,dynamic,0.03,300,Yes,1,1048.692,869.1212868,0.708169658,4.9781,0.010028204,0.633269185,0.006441483,0.016038907,0.798155632,0.0155,0.7703
0.9,5,dynamic,0.03,300,Yes,1,1052.5112,979.0576352,0.709629006,4.978,0.006850915,0.513050473,0.003532009,0.008920236,0.697541749,0.0086,0.6725
0.9,3,dynamic,0.03,300,Yes,9,489.4012,474.4,0,2.981,1,,0.000167729,0.0005,,0.0005,0
0.65,3,dynamic,0.03,300,Yes,9,489.9492,490,0,2.983,1,,0.000134093,0.0004,,0.0004,0
1,3,dynamic,0.03,300,Yes,9,486.5072,551.5555556,0,2.9806,1,,0.000301953,0.0009,,0.0009,0
0.65,3,concurrent,0.03,300,Yes,1,542.3756,669.4921391,0.677108681,2.9853,0.015760441,0.166956289,0.002686186,0.004594005,0.237767847,0.004,0.2075
0.65,7,all,0.03,300,Yes,9,1154.8076,990.5263158,0,6.9433,1,,0.000273645,0.0019,,0.0019,0
0.9,7,all,0.03,300,Yes,9,1154.8668,1081.428571,0,6.9454,1,,0.000230368,0.0014,,0.0014,0
1,7,all,0.03,300,Yes,9,1155.6104,1071.75,0,6.9459,1,,0.000460703,0.0032,,0.0032,0
0.9,3,concurrent,0.03,300,Yes,1,637.0152,639.7207855,0.684655518,2.9877,0.014957265,0.493147021,0.007506702,0.012242563,0.583647799,0.0107,0.5104
1,3,concurrent,0.03,300,Yes,1,642.91,560.6118812,0.684667594,2.9897,0.015238704,0.610289262,0.00969163,0.015801615,0.685043855,0.0137,0.6014
0.65,7,dynamic,0.03,300,Yes,1,1273.2716,1380.701876,0.707861453,6.9542,0.007517643,0.186539404,0.001405502,0.004649752,0.409721519,0.0046,0.4046
1,5,dynamic,0.03,300,Yes,9,814.6208,734.4,0,4.9632,1,,0.000100741,0.0005,,0.0005,0
0.9,7,dynamic,0.03,300,Yes,1,1488.0044,1312.280493,0.723403548,6.9666,0.008333333,0.536775269,0.004503729,0.014719226,0.779249671,0.0146,0.7706
0.9,5,dynamic,0.03,300,Yes,9,817.614,620.5714286,0,4.9628,1,,0.000141049,0.0007,,0.0007,0
0.65,5,dynamic,0.03,300,Yes,9,820.694,744.6153846,0,4.9612,1,,0.00028219,0.0013,,0.0013,0
1,7,dynamic,0.03,300,Yes,1,1469.5024,1132.236823,0.721826953,6.9638,0.009468008,0.664653429,0.006456843,0.021390374,0.856318931,0.0212,0.8463
0.65,5,concurrent,0.03,300,Yes,1,908.7096,1029.512727,0.699527723,4.9689,0.010484378,0.188082902,0.002032603,0.005080879,0.339673351,0.0049,0.3286
1,3,concurrent,0.03,300,Yes,9,492.8296,508,0,2.9856,1,,0.000435423,0.0013,,0.0013,0
0.65,3,concurrent,0.03,300,Yes,9,495.3416,525.6,0,2.9846,1,,0.000335053,0.001,,0.001,0
0.9,3,concurrent,0.03,300,Yes,9,498.7052,562,0,2.9854,1,,0.000334963,0.001,,0.001,0
0.9,5,concurrent,0.03,300,Yes,1,1062.6124,967.0002906,0.708223447,4.9781,0.012856627,0.550156992,0.007137415,0.017483964,0.713277276,0.0169,0.6871
1,5,concurrent,0.03,300,Yes,1,1059.4896,843.3215512,0.703193651,4.9765,0.017584318,0.687041368,0.012218083,0.029153313,0.815283979,0.0282,0.7852
0.9,7,dynamic,0.03,300,Yes,9,1148.4308,1036.8,0,6.9363,1,,0.000230671,0.0015,,0.0015,0
0.65,7,dynamic,0.03,300,Yes,9,1153.51,1023.428571,0,6.9464,1,,0.000201543,0.0014,,0.0014,0
1,7,dynamic,0.03,300,Yes,9,1150.714,1130.75,0,6.9567,1,,0.000244369,0.0016,,0.0016,0
0.65,3,cohort,0.03,300,Yes,1,541.8576,645.475793,0.628681234,2.9859,0.016020672,0.127068873,0.002084034,0.003577611,0.202468007,0.0031,0.1772
0.65,7,concurrent,0.03,300,Yes,1,1279.2328,1375.674212,0.709629312,6.9529,0.012391397,0.198295585,0.002517288,0.00839996,0.43114075,0.0083,0.4267
0.65,5,concurrent,0.03,300,Yes,9,823.9372,723.5294118,0,4.96,1,,0.000342742,0.0017,,0.0017,0
0.9,3,cohort,0.03,300,Yes,1,642.1892,651.3862754,0.634387998,2.9902,0.018093873,0.369912938,0.006695393,0.011485103,0.524411258,0.0101,0.4565
1,3,cohort,0.03,300,Yes,1,666.13,607.0340112,0.635188708,2.9888,0.018427346,0.467725719,0.00875142,0.014843572,0.627768216,0.013,0.5471
0.9,5,concurrent,0.03,300,Yes,9,827.0112,861.75,0,4.9682,1,,0.000322048,0.0016,,0.0016,0
1,5,concurrent,0.03,300,Yes,9,824.6444,912.5,0,4.9627,1,,0.000483608,0.0024,,0.0024,0
0.9,7,concurrent,0.03,300,Yes,1,1491.1072,1278.99395,0.721402376,6.9689,0.013855093,0.57181525,0.007980321,0.02635565,0.7856348,0.0261,0.7766
1,7,concurrent,0.03,300,Yes,1,1484.808,1089.006866,0.715366625,6.9629,0.018903216,0.708989992,0.013627105,0.043697649,0.870081136,0.0433,0.8579
0.65,7,concurrent,0.03,300,Yes,9,1154.2124,1016.5,0,6.941,1,,0.000230514,0.0016,,0.0016,0
0.65,3,cohort,0.03,300,Yes,9,498.8704,468.8,0,2.9802,1,,0.000335548,0.001,,0.001,0
1,7,concurrent,0.03,300,Yes,9,1160.2972,1202.5,0,6.9501,1,,0.000460425,0.0032,,0.0032,0
0.9,3,cohort,0.03,300,Yes,9,507.3212,512.6666667,0,2.9839,1,,0.000402158,0.0012,,0.0012,0
0.9,7,concurrent,0.03,300,Yes,9,1152.8068,1119.818182,0,6.9447,1,,0.000331188,0.0022,,0.0022,0
1,3,cohort,0.03,300,Yes,9,506.9924,521.1764706,0,2.9794,1,,0.000570585,0.0017,,0.0017,0
0.65,5,cohort,0.03,300,Yes,1,900.6304,986.6162321,0.628574616,4.9743,0.015156401,0.123234606,0.001882937,0.004872991,0.278341969,0.0047,0.2686
0.65,3,all,0.01,400,Yes,1,673.7752,863.3267327,0.665929018,2.7572,0.008618036,0.232731214,0.002039033,0.003238187,0.313445378,0.0027,0.2611
0.9,5,cohort,0.03,300,Yes,1,1070.382,1023.142457,0.637103164,4.9769,0.014668094,0.369895498,0.00550444,0.014198363,0.657148769,0.0137,0.6352
1,5,cohort,0.03,300,Yes,1,1108.1484,935.1555737,0.636903812,4.9761,0.020938381,0.460339147,0.009849246,0.025401763,0.755044726,0.0245,0.7259
1,3,all,0.01,400,Yes,1,768.9208,660.8544696,0.667788021,2.8159,0.017455462,0.778221209,0.013732569,0.020777087,0.827325162,0.0177,0.6885
0.9,3,all,0.01,400,Yes,1,795.848,780.7880675,0.672378988,2.8085,0.013141162,0.66230441,0.008841355,0.014485926,0.730556224,0.0123,0.6068
0.65,5,cohort,0.03,300,Yes,9,830.2464,781.6,0,4.9607,1,,0.000403169,0.002,,0.002,0
1,5,cohort,0.03,300,Yes,9,847.2032,840.8333333,0,4.9671,1,,0.000483179,0.0024,,0.0024,0
0.9,5,cohort,0.03,300,Yes,9,842.3204,840.2352941,0,4.9637,1,,0.000342486,0.0017,,0.0017,0
0.65,3,all,0.01,400,Yes,9,600.2396,633.6,0,2.7329,1,,0.000182956,0.0005,,0.0005,0
0.9,3,all,0.01,400,Yes,9,600.056,599.4285714,0,2.7346,1,,0.000255979,0.0007,,0.0007,0
1,3,all,0.01,400,Yes,9,600.7748,745.3333333,0,2.7375,1,,0.000547945,0.0015,,0.0015,0
0.65,7,cohort,0.03,300,Yes,1,1262.2328,1330.232787,0.628979349,6.9523,0.019160584,0.123862196,0.002413308,0.008492569,0.365302815,0.0084,0.3607
0.9,7,cohort,0.03,300,Yes,1,1497.8592,1369.389662,0.637441709,6.966,0.018607165,0.367508023,0.006871383,0.02394907,0.763754045,0.0237,0.7552
1,7,cohort,0.03,300,Yes,1,1550.3016,1238.772792,0.637608862,6.9712,0.022437067,0.462620856,0.01055492,0.036341611,0.84798868,0.036,0.839
0.65,7,cohort,0.03,300,Yes,9,1162.9016,1086.285714,0,6.9391,1,,0.000302633,0.0021,,0.0021,0
0.9,7,cohort,0.03,300,Yes,9,1179.878,1054.153846,0,6.9393,1,,0.000374678,0.0026,,0.0026,0
0.65,5,all,0.01,400,Yes,1,1099.9036,1308.018819,0.681048293,4.4605,0.011932773,0.264891412,0.003168087,0.007404181,0.421168932,0.0068,0.3812
1,7,cohort,0.03,300,Yes,9,1180.8364,1121.478261,0,6.9421,1,,0.000662624,0.0046,,0.0046,0
0.9,5,all,0.01,400,Yes,1,1304.0352,1143.624445,0.690367835,4.5834,0.014416853,0.735379347,0.010625379,0.0242185,0.840418502,0.0227,0.7631
1,5,all,0.01,400,Yes,1,1235.3328,951.1432351,0.683833679,4.6051,0.016289172,0.824934952,0.013701013,0.030549898,0.90505293,0.0285,0.8293
0.65,5,all,0.01,400,Yes,9,968.9532,922.6666667,0,4.4077,1,,0.000272251,0.0012,,0.0012,0
0.9,5,all,0.01,400,Yes,9,964.8332,927.6363636,0,4.3857,1,,0.000273617,0.0011,,0.0011,0
1,5,all,0.01,400,Yes,9,964.224,993,0,4.3775,1,,0.000365505,0.0016,,0.0016,0
0.65,3,dynamic,0.01,400,Yes,1,665.5176,856.8338121,0.664253839,2.7432,0.008124577,0.214024836,0.001746471,0.00289296,0.294531345,0.0024,0.2429
0.65,7,all,0.01,400,Yes,1,1525.522,1720.899453,0.692119519,6.1226,0.008079199,0.284330354,0.00232269,0.007613125,0.513973137,0.0071,0.4745
0.9,3,dynamic,0.01,400,Yes,9,594.1112,579,0,2.7245,1,,0.000440448,0.0012,,0.0012,0
0.65,7,all,0.01,400,Yes,9,1324.1004,1269.333333,0,6.0097,1,,0.000199677,0.0012,,0.0012,0
1,3,dynamic,0.01,400,Yes,9,595.0828,663.3333333,0,2.732,1,,0.000219619,0.0006,,0.0006,0
0.65,3,dynamic,0.01,400,Yes,9,596.0196,606.8,0,2.7257,1,,0.000366878,0.001,,0.001,0
0.9,7,all,0.01,400,Yes,9,1338.8332,1451.294118,0,6.077,1,,0.000296199,0.0017,,0.0017,0
0.9,7,all,0.01,400,Yes,1,1809.5324,1458.069599,0.702052901,6.3772,0.012795594,0.766473843,0.009886122,0.029494528,0.88835212,0.0283,0.8275
1,3,dynamic,0.01,400,Yes,1,774.1864,682.7533484,0.670167524,2.8237,0.013982642,0.724971639,0.010259676,0.016389577,0.799927334,0.0139,0.6605
0.9,3,dynamic,0.01,400,Yes,1,793.0404,791.4957399,0.672090098,2.8105,0.010074977,0.603571429,0.006097129,0.009728083,0.687875872,0.0083,0.5719
1,7,all,0.01,400,Yes,9,1341.326,1397.090909,0,6.0685,1,,0.000362528,0.0022,,0.0022,0
1,7,all,0.01,400,Yes,1,1678.404,1153.471463,0.690282479,6.3588,0.015398389,0.866502789,0.013497818,0.040974182,0.943592493,0.0392,0.8799
0.65,5,dynamic,0.01,400,Yes,1,1093.624,1303.665516,0.682318935,4.4333,0.008067408,0.248774785,0.002036936,0.004725275,0.413572766,0.0043,0.3754
0.65,5,dynamic,0.01,400,Yes,9,959.9864,851.1111111,0,4.376,1,,0.000205667,0.0009,,0.0009,0
1,5,dynamic,0.01,400,Yes,1,1239.588,978.4742574,0.685730879,4.5851,0.01031328,0.778956097,0.008109169,0.01890016,0.888447972,0.0177,0.806
0.9,5,dynamic,0.01,400,Yes,1,1300.438,1172.100953,0.693021896,4.5873,0.008271352,0.672010775,0.005643785,0.013025838,0.819415334,0.0122,0.7428
0.9,5,dynamic,0.01,400,Yes,9,955.6492,1094.545455,0,4.3778,1,,0.000251268,0.0011,,0.0011,0
1,5,dynamic,0.01,400,Yes,9,959.4616,1131.111111,0,4.3907,1,,0.000409957,0.0018,,0.0018,0
0.9,3,concurrent,0.01,400,Yes,9,595.6724,695,0,2.7219,1,,0.000293912,0.0008,,0.0008,0
0.65,3,concurrent,0.01,400,Yes,9,597.7632,615.3846154,0,2.7265,1,,0.000476802,0.0013,,0.0013,0
1,3,concurrent,0.01,400,Yes,9,597.6196,672.3636364,0,2.7265,1,,0.000403448,0.0011,,0.0011,0
0.65,3,concurrent,0.01,400,Yes,1,666.9952,855.0869212,0.664809659,2.7498,0.011428571,0.213471728,0.002477954,0.004118716,0.296548371,0.0034,0.244
0.65,7,dynamic,0.01,400,Yes,9,1322.156,1315.294118,0,6.0076,1,,0.000282975,0.0017,,0.0017,0
0.9,3,concurrent,0.01,400,Yes,1,795.3168,778.6332933,0.673365521,2.8069,0.011172541,0.607357623,0.006961389,0.011205473,0.693207592,0.0095,0.5807
1,3,concurrent,0.01,400,Yes,1,787.162,673.5505751,0.669118252,2.8167,0.017255853,0.744330625,0.013202969,0.021200995,0.809409217,0.0179,0.6727
1,7,dynamic,0.01,400,Yes,9,1324.0196,1449.846154,0,6.0399,1,,0.000215235,0.0013,,0.0013,0
0.9,7,dynamic,0.01,400,Yes,9,1318.4096,1322.75,0,6.0204,1,,0.000282373,0.0016,,0.0016,0
0.65,7,dynamic,0.01,400,Yes,1,1518.936,1726.075016,0.691405741,6.1314,0.008088979,0.256713879,0.002081775,0.006868427,0.492737915,0.0064,0.4546
0.9,7,dynamic,0.01,400,Yes,1,1807.6644,1493.002188,0.703326966,6.3759,0.009950683,0.713140522,0.007136374,0.022691787,0.88401119,0.0218,0.8216
1,7,dynamic,0.01,400,Yes,1,1711.096,1220.519457,0.696226834,6.3962,0.012459883,0.816731202,0.010332519,0.0321875,0.936156561,0.0309,0.8754
0.9,5,concurrent,0.01,400,Yes,9,965.966,944,0,4.4069,1,,0.000363067,0.0016,,0.0016,0
0.65,5,concurrent,0.01,400,Yes,9,963.6292,906.3333333,0,4.3887,1,,0.000273429,0.0012,,0.0012,0
1,5,concurrent,0.01,400,Yes,9,969.3752,983.0769231,0,4.3907,1,,0.00029608,0.0013,,0.0013,0
0.65,5,concurrent,0.01,400,Yes,1,1088.3116,1287.07033,0.682074632,4.4553,0.010319129,0.232680385,0.002422068,0.005934718,0.398612946,0.0054,0.3621
0.9,5,concurrent,0.01,400,Yes,1,1307.9336,1152.366128,0.690580263,4.5905,0.014285714,0.664303532,0.009542813,0.02192189,0.801852464,0.0206,0.7272
1,5,concurrent,0.01,400,Yes,1,1274.2476,964.1589436,0.684080366,4.5996,0.017935258,0.785102291,0.014186851,0.031735821,0.891528021,0.0296,0.8145
0.65,3,cohort,0.01,400,Yes,9,593.12,654.6666667,0,2.727,1,,0.000330033,0.0009,,0.0009,0
0.65,7,concurrent,0.01,400,Yes,9,1327.9064,1205.333333,0,6.0266,1,,0.000348455,0.0021,,0.0021,0
0.9,7,concurrent,0.01,400,Yes,9,1334.348,1268.6,0,6.0476,1,,0.00033071,0.002,,0.002,0
1,3,cohort,0.01,400,Yes,9,602.68,571.4285714,0,2.7327,1,,0.000256157,0.0007,,0.0007,0
0.9,3,cohort,0.01,400,Yes,9,607.08,668.8,0,2.726,1,,0.000183419,0.0005,,0.0005,0
1,7,concurrent,0.01,400,Yes,9,1330.954,1459.259259,0,6.0053,1,,0.000466255,0.0027,,0.0027,0
0.65,3,cohort,0.01,400,Yes,1,653.4,823.4951267,0.625039167,2.7452,0.011685393,0.162720142,0.001865404,0.003091558,0.24883664,0.0026,0.2032
0.65,7,concurrent,0.01,400,Yes,1,1534.2328,1712.085957,0.692044129,6.192,0.009866367,0.256868844,0.002543792,0.007885763,0.504302926,0.0074,0.4688
0.9,3,cohort,0.01,400,Yes,1,798.78,814.830013,0.633450417,2.8052,0.014104778,0.486367509,0.007016037,0.011320755,0.640429122,0.0096,0.5313
1,3,cohort,0.01,400,Yes,1,805.94,712.8291989,0.631951667,2.8167,0.013192917,0.606947114,0.008074798,0.013441811,0.752371803,0.0114,0.6265
1,7,concurrent,0.01,400,Yes,1,1754.55,1184.909985,0.695134543,6.387,0.016212344,0.816580084,0.013472866,0.040833421,0.931553657,0.039,0.8724
0.9,7,concurrent,0.01,400,Yes,1,1825.1096,1465.072774,0.703994761,6.3798,0.014022206,0.696062205,0.009976397,0.03068253,0.87011593,0.0294,0.8106
0.65,5,cohort,0.01,400,Yes,9,955.18,935,0,4.3944,1,,0.00018205,0.0008,,0.0008,0
0.65,3,all,0.03,400,Yes,9,652.9332,556,0,2.997,1,,0.000133467,0.0004,,0.0004,0
1,5,cohort,0.01,400,Yes,9,965.36,914.8571429,0,4.3933,1,,0.000478001,0.0021,,0.0021,0
1,3,all,0.03,400,Yes,9,657.9416,754,0,2.9966,1,,0.000500567,0.0014,,0.0014,0
0.9,3,all,0.03,400,Yes,9,656.2896,642.5,0,2.9956,1,,0.000267058,0.0008,,0.0008,0
0.9,5,cohort,0.01,400,Yes,9,978.5,995.1578947,0,4.3984,1,,0.000431975,0.0019,,0.0019,0
0.65,5,cohort,0.01,400,Yes,1,1054.78,1235.825976,0.628377897,4.4269,0.013776337,0.165233526,0.002300095,0.005578648,0.341581971,0.0051,0.3092
0.65,3,all,0.03,400,Yes,1,733.24,896.7946271,0.679799304,2.9966,0.011351052,0.238910818,0.002729875,0.004681434,0.320365088,0.0041,0.2808
1,3,all,0.03,400,Yes,1,818.8792,704.5889977,0.681166446,2.9978,0.017808913,0.777458578,0.014057295,0.022862369,0.823838938,0.02,0.7202
0.9,3,all,0.03,400,Yes,1,850.5508,827.2856691,0.68558455,2.9972,0.012680057,0.654011558,0.008283632,0.013768776,0.72265625,0.0121,0.629
1,5,cohort,0.01,400,Yes,1,1311.26,1051.577236,0.633474792,4.5913,0.016683161,0.605387997,0.010289501,0.025016036,0.854642896,0.0234,0.7814
0.9,5,cohort,0.01,400,Yes,1,1304.52,1224.623535,0.633540704,4.5951,0.016343933,0.483390807,0.007985418,0.019534586,0.755014327,0.0183,0.6851
0.65,5,all,0.03,400,Yes,9,1098.0652,1013.333333,0,4.9933,1,,0.000240322,0.0012,,0.0012,0
0.65,7,cohort,0.01,400,Yes,9,1313.94,983.7777778,0,6.0366,1,,0.000298181,0.0018,,0.0018,0
1,5,all,0.03,400,Yes,9,1100.5788,1033.846154,0,4.9884,1,,0.000260605,0.0013,,0.0013,0
0.9,5,all,0.03,400,Yes,9,1095.8544,1154.666667,0,4.9936,1,,0.000360461,0.0018,,0.0018,0
1,7,cohort,0.01,400,Yes,9,1331.72,1384.533333,0,6.042,1,,0.000496524,0.003,,0.003,0
0.9,7,cohort,0.01,400,Yes,9,1343.78,1372.8,0,6.0572,1,,0.000330186,0.002,,0.002,0
0.65,5,all,0.03,400,Yes,1,1232.3652,1393.770492,0.700931954,4.9912,0.008204334,0.257951526,0.002113743,0.005370236,0.42880829,0.0052,0.4138
0.65,7,cohort,0.01,400,Yes,1,1462.54,1649.739758,0.627667695,6.135,0.010336441,0.159684751,0.001657405,0.005358482,0.417933131,0.005,0.385
0.65,7,all,0.03,400,Yes,9,1543.8244,1352.190476,0,6.9875,1,,0.000300537,0.0021,,0.0021,0
0.9,7,all,0.03,400,Yes,9,1540.4588,1498.285714,0,6.988,1,,0.000400687,0.0028,,0.0028,0
0.9,3,dynamic,0.03,400,Yes,9,652.4424,709.2,0,2.9972,1,,0.000333645,0.001,,0.001,0
1,7,all,0.03,400,Yes,9,1547.4248,1624.347826,0,6.9904,1,,0.000343328,0.0023,,0.0023,0
0.65,3,dynamic,0.03,400,Yes,9,654.4556,784,0,2.9958,1,,6.68E-05,0.0002,,0.0002,0
0.9,5,all,0.03,400,Yes,1,1420.336,1247.753442,0.711390729,4.9916,0.012115259,0.721741557,0.008938997,0.020880711,0.830802603,0.0202,0.8043
1,3,dynamic,0.03,400,Yes,9,649.2456,837.2307692,0,2.9969,1,,0.000433782,0.0013,,0.0013,0
1,5,all,0.03,400,Yes,1,1340.0092,1058.942874,0.699095442,4.9936,0.018986733,0.824106602,0.015692662,0.035551881,0.89543431,0.0344,0.8649
1,7,cohort,0.01,400,Yes,1,1830.24,1339.720508,0.632978384,6.4031,0.016437522,0.608124216,0.010077447,0.033309045,0.915960982,0.032,0.8545
0.9,7,cohort,0.01,400,Yes,1,1814.94,1596.013198,0.63568079,6.3792,0.013017526,0.487638828,0.006422708,0.021007525,0.840278522,0.0201,0.7844
0.65,5,dynamic,0.03,400,Yes,9,1094.4764,1007.692308,0,4.9901,1,,0.000260516,0.0013,,0.0013,0
0.9,5,dynamic,0.03,400,Yes,9,1091.7192,1059,0,4.9941,1,,0.000240284,0.0012,,0.0012,0
1,5,dynamic,0.03,400,Yes,9,1091.2372,1136.666667,0,4.9918,1,,0.000360591,0.0018,,0.0018,0
0.65,7,all,0.03,400,Yes,1,1739.6628,1862.150271,0.714977638,6.9892,0.009744826,0.28073823,0.002788879,0.009474851,0.519770022,0.0094,0.5153
0.65,3,dynamic,0.03,400,Yes,1,725.1212,889.4933333,0.678181595,2.9962,0.010607522,0.207007869,0.002186444,0.003638431,0.289374357,0.0032,0.253
0.9,7,all,0.03,400,Yes,1,1988.994,1656.565973,0.722458313,6.9928,0.01266397,0.7520516,0.009517316,0.030544355,0.886414029,0.0303,0.8795
1,7,all,0.03,400,Yes,1,1859.5724,1377.682093,0.709842041,6.9928,0.016569071,0.849075032,0.01418157,0.042518892,0.932896065,0.0422,0.9245
1,3,concurrent,0.03,400,Yes,9,658.4072,553.7777778,0,2.9958,1,,0.000300421,0.0009,,0.0009,0
0.65,3,concurrent,0.03,400,Yes,9,654.5232,546,0,2.9966,1,,0.000266969,0.0008,,0.0008,0
0.9,3,concurrent,0.03,400,Yes,9,657.8572,659.5555556,0,2.9956,1,,0.000300441,0.0009,,0.0009,0
0.9,3,dynamic,0.03,400,Yes,1,840.6456,830.0363757,0.685807387,2.997,0.009308511,0.60044328,0.005569922,0.009236032,0.691168026,0.0081,0.6018
1,3,dynamic,0.03,400,Yes,1,823.3896,724.0586291,0.684246058,2.9974,0.009983513,0.719832179,0.00728707,0.012344268,0.793565377,0.0108,0.6931
0.9,7,dynamic,0.03,400,Yes,9,1536.3756,1429.73913,0,6.9916,1,,0.000343269,0.0024,,0.0024,0
0.65,7,dynamic,0.03,400,Yes,9,1542.8864,1425.333333,0,6.9886,1,,0.000257562,0.0018,,0.0018,0
1,7,dynamic,0.03,400,Yes,9,1532.3788,1592,0,6.988,1,,0.000186033,0.0013,,0.0013,0
0.65,5,dynamic,0.03,400,Yes,1,1224.4192,1378.914883,0.702006702,4.994,0.008236678,0.235858485,0.001965898,0.004958165,0.413411862,0.0048,0.4001
0.9,5,dynamic,0.03,400,Yes,1,1415.4748,1269.57422,0.71297137,4.9972,0.008909352,0.660279648,0.005991395,0.014329897,0.813559322,0.0139,0.7872
1,5,dynamic,0.03,400,Yes,1,1352.3364,1093.46631,0.704506204,4.9956,0.010222521,0.771189509,0.007889389,0.019812197,0.887211827,0.0192,0.8582
0.9,5,concurrent,0.03,400,Yes,9,1096.7812,1135.111111,0,4.9945,1,,0.00020022,0.0009,,0.0009,0
0.65,5,concurrent,0.03,400,Yes,9,1097.4632,996,0,4.9924,1,,0.000280426,0.0014,,0.0014,0
1,5,concurrent,0.03,400,Yes,9,1104.2016,1166,0,4.9916,1,,0.000320539,0.0016,,0.0016,0
0.65,3,concurrent,0.03,400,Yes,1,730.4212,897.1039057,0.681313642,2.9958,0.009694477,0.22297923,0.00222372,0.003544883,0.307841349,0.0031,0.2701
